"Country","State","City","Station name","Timestamp(UTC)","PM2.5","PM10","Ozone","CO","SO2","US AQI","Main pollutant"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-19T00:00:00.000Z",10.83,15.43,75.33,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-20T00:00:00.000Z",6.75,9.63,51.25,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-21T00:00:00.000Z",6.46,9.26,48.33,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-22T00:00:00.000Z",4.21,6,56.42,,,23,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-23T00:00:00.000Z",6.21,8.88,55.92,,,26,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-24T00:00:00.000Z",6.37,9.06,74.11,,,30,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-25T00:00:00.000Z",2.35,3.35,69.33,,,28,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-26T00:00:00.000Z",4.71,6.71,62.92,,,25,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-27T00:00:00.000Z",9.21,13.13,44.17,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-28T00:00:00.000Z",13.42,19.13,48.75,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-29T00:00:00.000Z",4.22,6,87.25,,,35,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-30T00:00:00.000Z",8.36,11.95,70.78,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-05-31T00:00:00.000Z",7.21,10.57,70.5,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-01T00:00:00.000Z",7.25,10.33,67.04,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-02T00:00:00.000Z",10.21,14.83,62.78,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-03T00:00:00.000Z",14.55,20.77,71.42,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-04T00:00:00.000Z",14.46,20.63,66.25,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-05T00:00:00.000Z",10.08,14.38,82.17,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-06T00:00:00.000Z",4.29,6.13,68.33,,,27,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-07T00:00:00.000Z",1.83,2.57,45.33,,,18,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-08T00:00:00.000Z",4.88,6.96,42.92,,,20,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-09T00:00:00.000Z",9.71,13.83,61.25,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-10T00:00:00.000Z",10.92,15.58,107.67,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-11T00:00:00.000Z",11.71,16.71,98.08,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-12T00:00:00.000Z",15.46,22.04,75.08,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-13T00:00:00.000Z",13.5,19.29,69.08,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-14T00:00:00.000Z",13,18.54,71.58,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-15T00:00:00.000Z",11.26,16.09,57.17,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-16T00:00:00.000Z",6.92,10.09,58.17,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-17T00:00:00.000Z",9.21,13.13,48.83,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-18T00:00:00.000Z",7.7,10.96,70.5,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-19T00:00:00.000Z",4.2,6,71.33,,,29,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-20T00:00:00.000Z",3.52,5.18,79.58,,,32,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-21T00:00:00.000Z",8.25,11.96,81,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-22T00:00:00.000Z",15.05,21.33,89.37,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-23T00:00:00.000Z",3.79,5.37,37.33,,,16,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-24T00:00:00.000Z",3.83,5.46,63.58,,,25,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-25T00:00:00.000Z",6.79,9.67,65,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-26T00:00:00.000Z",4.04,5.75,65,,,26,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-27T00:00:00.000Z",3.43,5,59.67,,,24,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-28T00:00:00.000Z",8.06,11.6,67.5,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-29T00:00:00.000Z",10.46,14.96,71.33,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-06-30T00:00:00.000Z",8.75,12.5,66.33,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-01T00:00:00.000Z",7.88,11.21,50.25,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-02T00:00:00.000Z",9.79,13.96,80.92,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-03T00:00:00.000Z",9.63,13.75,74.08,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-04T00:00:00.000Z",11.58,16.54,55.83,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-05T00:00:00.000Z",19.67,28.3,62.33,,,67,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-06T00:00:00.000Z",10.54,14.83,63.39,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-07T00:00:00.000Z",7.88,11.25,56.75,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-08T00:00:00.000Z",6.21,8.88,78.5,,,31,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-09T00:00:00.000Z",10.83,15.46,54.17,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-10T00:00:00.000Z",8.84,12.61,51.37,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-11T00:00:00.000Z",7.7,10.96,71.25,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-12T00:00:00.000Z",11.17,15.96,68.42,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-13T00:00:00.000Z",11.29,16.13,65.22,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-14T00:00:00.000Z",8.63,12.29,61.75,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-15T00:00:00.000Z",7.33,10.46,63.33,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-16T00:00:00.000Z",11.79,16.83,58.83,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-17T00:00:00.000Z",14.33,20.46,66.67,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-18T00:00:00.000Z",13.08,18.67,80.5,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-19T00:00:00.000Z",19.33,27.58,78.17,,,66,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-20T00:00:00.000Z",16.29,23.25,79.75,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-21T00:00:00.000Z",11,15.71,76,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-22T00:00:00.000Z",11.08,15.83,73.83,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-23T00:00:00.000Z",9.33,13.33,64,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-24T00:00:00.000Z",6.21,8.83,74.67,,,30,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-25T00:00:00.000Z",4.21,6.09,59.58,,,24,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-26T00:00:00.000Z",7.38,10.53,55.33,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-27T00:00:00.000Z",14.82,21.09,67.65,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-28T00:00:00.000Z",11.43,16.3,60.75,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-29T00:00:00.000Z",2.87,4.09,57.92,,,23,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-30T00:00:00.000Z",8.17,11.67,38.83,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-07-31T00:00:00.000Z",6.33,9.04,54.58,,,26,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-01T00:00:00.000Z",13.05,18.63,47.58,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-02T00:00:00.000Z",18.54,26.5,28.77,,,64,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-03T00:00:00.000Z",10.67,15.1,66.57,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-04T00:00:00.000Z",9.83,13.65,71.3,,,41,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-05T00:00:00.000Z",6.04,8.58,56.08,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-06T00:00:00.000Z",11.17,15.92,39.75,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-07T00:00:00.000Z",11.58,16.54,35.92,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-08T00:00:00.000Z",11.25,16.04,47.33,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-09T00:00:00.000Z",13.38,19.09,48.26,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-10T00:00:00.000Z",14.46,20.63,51.5,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-11T00:00:00.000Z",14.96,21.18,63.58,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-12T00:00:00.000Z",19.83,28.29,53.33,,,67,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-13T00:00:00.000Z",13.38,19.08,55.25,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-14T00:00:00.000Z",12.92,18.42,38,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-15T00:00:00.000Z",17,24.24,66.25,,,61,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-16T00:00:00.000Z",13.04,18.48,88.08,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-17T00:00:00.000Z",12.67,18.08,57.42,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-18T00:00:00.000Z",9.14,12.75,65.14,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-19T00:00:00.000Z",9.13,13,64.75,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-20T00:00:00.000Z",19.08,27.25,53,,,66,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-21T00:00:00.000Z",19.96,28.5,56.92,,,67,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-22T00:00:00.000Z",17.67,25.21,68.25,,,63,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-23T00:00:00.000Z",9.13,12.95,64.35,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-24T00:00:00.000Z",12.69,18.08,25.38,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-25T00:00:00.000Z",10.08,13.82,69.09,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-26T00:00:00.000Z",13.46,19.21,44.58,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-27T00:00:00.000Z",14.75,21.04,52.33,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-28T00:00:00.000Z",11.65,16.61,83.92,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-29T00:00:00.000Z",7.08,10.32,73.22,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-30T00:00:00.000Z",8.04,11.48,51.92,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-08-31T00:00:00.000Z",12,16.95,55.5,,,50,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-01T00:00:00.000Z",5.52,14.43,53.45,,,23,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-02T00:00:00.000Z",4.25,,48,,,19,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-05T00:00:00.000Z",21.5,29.73,63.83,,,71,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-06T00:00:00.000Z",13.92,19.88,50,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-07T00:00:00.000Z",4.67,6.67,39.33,,,19,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-08T00:00:00.000Z",4.85,6.45,26.92,,,20,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-11T00:00:00.000Z",6.64,8.9,61.64,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-12T00:00:00.000Z",7.26,10.45,39.04,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-13T00:00:00.000Z",8.17,11.67,45.42,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-14T00:00:00.000Z",7.67,10.96,47.67,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-15T00:00:00.000Z",11.24,15.9,31.05,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-16T00:00:00.000Z",17.67,25.21,33.25,,,63,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-17T00:00:00.000Z",18.61,26.46,33.21,,,65,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-18T00:00:00.000Z",17.63,24.61,40.6,,,63,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-19T00:00:00.000Z",14.33,17,56,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-20T00:00:00.000Z",14.67,,48,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-21T00:00:00.000Z",20.79,,50.33,,,69,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-22T00:00:00.000Z",13.08,,42.52,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-23T00:00:00.000Z",10.38,,47.83,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-24T00:00:00.000Z",14.58,,51.25,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-25T00:00:00.000Z",15.08,,62.38,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-26T00:00:00.000Z",15.74,,59.5,,,59,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-27T00:00:00.000Z",11.83,,64.75,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-28T00:00:00.000Z",4.64,,72.25,,,29,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-29T00:00:00.000Z",5.71,,49.08,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-09-30T00:00:00.000Z",7.08,,53.58,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-01T00:00:00.000Z",9.17,,40.75,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-02T00:00:00.000Z",7.95,,43.62,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-03T00:00:00.000Z",7.75,,53.2,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-04T00:00:00.000Z",8.68,,54.64,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-05T00:00:00.000Z",9.25,,61.25,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-06T00:00:00.000Z",17.42,,48.09,,,62,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-07T00:00:00.000Z",16.35,,43,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-08T00:00:00.000Z",6.75,,50.5,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-09T00:00:00.000Z",7.08,,23.5,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-10T00:00:00.000Z",8.64,,51.75,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-11T00:00:00.000Z",11.63,,41,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-12T00:00:00.000Z",11.04,,28.83,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-13T00:00:00.000Z",5.85,,47.14,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-14T00:00:00.000Z",11.21,,40.08,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-15T00:00:00.000Z",14.96,,53.33,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-16T00:00:00.000Z",4.63,,55.79,,,22,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-17T00:00:00.000Z",6.46,,39.27,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-18T00:00:00.000Z",12.42,,30.83,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-19T00:00:00.000Z",10.95,,45.09,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-20T00:00:00.000Z",11.05,,65.14,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-21T00:00:00.000Z",16.21,,40.6,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-22T00:00:00.000Z",21.92,,42.42,,,72,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-23T00:00:00.000Z",11,,62,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-24T00:00:00.000Z",4.9,,61.67,,,25,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-25T00:00:00.000Z",6.05,,38.83,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-26T00:00:00.000Z",10.43,,29.5,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-27T00:00:00.000Z",12.36,,35.17,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-28T00:00:00.000Z",12.42,,40.08,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-29T00:00:00.000Z",6.17,,30.42,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-30T00:00:00.000Z",6.81,,46.67,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-10-31T00:00:00.000Z",5.42,,37.75,,,22,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-01T00:00:00.000Z",10.52,,5.65,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-02T00:00:00.000Z",12.91,,36.94,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-03T00:00:00.000Z",6.55,,32.83,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-04T00:00:00.000Z",6.48,,35.67,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-05T00:00:00.000Z",9.75,,27.25,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-06T00:00:00.000Z",3.81,,42.92,,,17,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-07T00:00:00.000Z",7.26,,24.33,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-08T00:00:00.000Z",5.63,,38.42,,,23,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-09T00:00:00.000Z",12.6,,18.67,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-10T00:00:00.000Z",7.43,,65.68,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-11T00:00:00.000Z",5.7,,55.75,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-12T00:00:00.000Z",23.12,,13.13,,,74,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-13T00:00:00.000Z",14.13,,18.46,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-14T00:00:00.000Z",10.38,,45.25,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-15T00:00:00.000Z",15.95,,12.78,,,59,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-16T00:00:00.000Z",7,,40.52,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-17T00:00:00.000Z",4.41,,38.83,,,18,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-18T00:00:00.000Z",12.17,,9.33,,,51,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-19T00:00:00.000Z",5,,45.6,,,21,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-20T00:00:00.000Z",8.67,,,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-21T00:00:00.000Z",7.42,,,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-22T00:00:00.000Z",6.57,,54,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-23T00:00:00.000Z",7.55,,29.92,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-24T00:00:00.000Z",9.47,,34.63,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-25T00:00:00.000Z",12.18,,44.1,,,51,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-26T00:00:00.000Z",5.22,,56.5,,,23,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-27T00:00:00.000Z",9.72,,40.4,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-28T00:00:00.000Z",12.5,,35.38,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-29T00:00:00.000Z",7.07,,51.65,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-11-30T00:00:00.000Z",13.21,,44.93,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-01T00:00:00.000Z",19.22,,28.83,,,66,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-02T00:00:00.000Z",23.67,,11.42,,,75,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-03T00:00:00.000Z",30.42,,20,,,89,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-04T00:00:00.000Z",23.46,,21.25,,,75,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-05T00:00:00.000Z",8.48,,56.5,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-06T00:00:00.000Z",3.68,,58.67,,,23,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-07T00:00:00.000Z",6.88,,55.42,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-08T00:00:00.000Z",7.22,,45.05,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-09T00:00:00.000Z",10.32,,28,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-10T00:00:00.000Z",13.71,,39.25,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-11T00:00:00.000Z",9.38,,36.83,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-12T00:00:00.000Z",11.47,,40.89,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-13T00:00:00.000Z",8.11,,52.87,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-14T00:00:00.000Z",8.36,,40.83,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2017-12-15T00:00:00.000Z",17.19,,36,,,62,"PM2.5"
