"Country","State","City","Station name","Timestamp(UTC)","PM2.5","PM10","Ozone","CO","SO2","US AQI","Main pollutant"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-07T00:00:00.000Z",11.86,,42.33,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-08T00:00:00.000Z",11.63,,34.33,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-09T00:00:00.000Z",9.31,,31.83,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-10T00:00:00.000Z",10.97,,24.46,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-11T00:00:00.000Z",9.71,,26,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-12T00:00:00.000Z",13.97,,23.93,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-13T00:00:00.000Z",11.63,,28.96,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-14T00:00:00.000Z",14.47,,26.5,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-15T00:00:00.000Z",15.53,,22.75,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-16T00:00:00.000Z",14.25,,21.96,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-17T00:00:00.000Z",16.03,,24.86,,,59,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-18T00:00:00.000Z",16.96,,20.11,,,61,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-19T00:00:00.000Z",10.68,,37.71,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-20T00:00:00.000Z",13.15,,28.12,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-21T00:00:00.000Z",10.23,,37.25,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-22T00:00:00.000Z",8.89,,37.5,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-23T00:00:00.000Z",8.22,,23.29,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-24T00:00:00.000Z",8.72,,21.75,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-25T00:00:00.000Z",8.97,,20.71,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-26T00:00:00.000Z",8.93,,24.73,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-27T00:00:00.000Z",7.07,,17.54,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-28T00:00:00.000Z",10.2,,22.04,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-29T00:00:00.000Z",8.75,,28.92,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-30T00:00:00.000Z",9.82,,36.33,,,41,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-08-31T00:00:00.000Z",9.61,,33.5,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-01T00:00:00.000Z",10.16,,25.33,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-02T00:00:00.000Z",8.45,,31.21,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-03T00:00:00.000Z",14.49,,16.19,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-04T00:00:00.000Z",13.17,,30.42,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-05T00:00:00.000Z",6.29,,23.75,,,26,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-06T00:00:00.000Z",7.77,,23.58,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-07T00:00:00.000Z",13.06,,29.88,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-08T00:00:00.000Z",14.29,,19.39,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-09T00:00:00.000Z",9.72,,22.71,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-10T00:00:00.000Z",11.7,,23.25,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-11T00:00:00.000Z",15.67,,24.31,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-12T00:00:00.000Z",12.87,,32.88,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-13T00:00:00.000Z",8.35,,25.38,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-14T00:00:00.000Z",6.07,,22.33,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-15T00:00:00.000Z",11.62,,19.23,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-16T00:00:00.000Z",12.97,,24.89,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-17T00:00:00.000Z",10.83,,27.75,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-18T00:00:00.000Z",6.44,,22.83,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-19T00:00:00.000Z",7.68,,29.4,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-20T00:00:00.000Z",12.32,,26.89,,,51,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-21T00:00:00.000Z",19.23,,28.5,,,66,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-22T00:00:00.000Z",21.97,,23.58,,,72,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-23T00:00:00.000Z",12.05,,30.29,,,50,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-24T00:00:00.000Z",7.66,,26.5,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-25T00:00:00.000Z",11.7,,16.22,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-26T00:00:00.000Z",10.35,,26.08,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-27T00:00:00.000Z",8.72,,22.59,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-28T00:00:00.000Z",14.47,,29.33,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-29T00:00:00.000Z",10.68,,23.25,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-09-30T00:00:00.000Z",12.56,,16.1,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-01T00:00:00.000Z",16.61,,15.79,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-02T00:00:00.000Z",15.5,,18.57,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-03T00:00:00.000Z",16.11,,28.42,,,59,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-04T00:00:00.000Z",5.74,,21.92,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-05T00:00:00.000Z",7.17,,24.92,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-06T00:00:00.000Z",10.45,,22.63,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-07T00:00:00.000Z",8.17,,28.35,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-08T00:00:00.000Z",8.86,,14.42,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-09T00:00:00.000Z",8.02,,16.25,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-10T00:00:00.000Z",7.26,,14.96,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-11T00:00:00.000Z",8.2,,15.96,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-12T00:00:00.000Z",6.75,,18.38,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-13T00:00:00.000Z",9.76,,14.19,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-14T00:00:00.000Z",8.58,,18.76,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-15T00:00:00.000Z",10.7,,12.09,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-16T00:00:00.000Z",8.73,,21.08,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-17T00:00:00.000Z",5.84,,21.29,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-18T00:00:00.000Z",8.39,,15.73,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-19T00:00:00.000Z",,,10.04,,,4,"Ozone"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-20T00:00:00.000Z",9.04,,13.36,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-21T00:00:00.000Z",14.15,,15.14,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-22T00:00:00.000Z",7.37,,22.21,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-23T00:00:00.000Z",10.18,,20,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-24T00:00:00.000Z",9.41,,19.54,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-25T00:00:00.000Z",13.73,,4.19,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-26T00:00:00.000Z",16.78,,8.91,,,61,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-27T00:00:00.000Z",8.68,,26.08,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-28T00:00:00.000Z",10.67,,11.4,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-29T00:00:00.000Z",12.42,,12.64,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-30T00:00:00.000Z",14.11,,11.2,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-10-31T00:00:00.000Z",8.41,,7.38,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-01T00:00:00.000Z",5.88,,20.04,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-02T00:00:00.000Z",15.08,,12.74,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-03T00:00:00.000Z",6.75,,24,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-04T00:00:00.000Z",7.74,,11.95,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-05T00:00:00.000Z",10.9,,7.82,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-06T00:00:00.000Z",11.78,,12.85,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-07T00:00:00.000Z",11.27,,8.52,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-08T00:00:00.000Z",8.28,,24.17,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-09T00:00:00.000Z",12.12,,10.21,,,51,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-10T00:00:00.000Z",10.32,,22.88,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-11T00:00:00.000Z",16.22,,8.81,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-12T00:00:00.000Z",7.63,,22.71,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-13T00:00:00.000Z",9.84,,20.29,,,41,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-14T00:00:00.000Z",12.38,,10,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-15T00:00:00.000Z",19.65,,8.83,,,67,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-16T00:00:00.000Z",16.82,,21.75,,,61,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-17T00:00:00.000Z",6.61,,17.69,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-18T00:00:00.000Z",9.85,,7.25,,,41,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-19T00:00:00.000Z",23.44,,3.18,,,75,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-20T00:00:00.000Z",29.48,,5.58,,,87,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-21T00:00:00.000Z",18.55,,6.86,,,65,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-22T00:00:00.000Z",6.31,,22.17,,,26,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-23T00:00:00.000Z",9,,7,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-24T00:00:00.000Z",13.42,,14.88,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-25T00:00:00.000Z",11.46,,17.75,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-26T00:00:00.000Z",13.4,,10.28,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-27T00:00:00.000Z",13.62,,10.25,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-28T00:00:00.000Z",5.8,,19.92,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-29T00:00:00.000Z",6.03,,24.63,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-11-30T00:00:00.000Z",12.5,,14.29,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-01T00:00:00.000Z",10.47,,12.17,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-02T00:00:00.000Z",8.61,,8.31,,,36,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-03T00:00:00.000Z",9.2,,21.54,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-04T00:00:00.000Z",11.6,,15.54,,,48,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-05T00:00:00.000Z",11.23,,22.33,,,46,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-06T00:00:00.000Z",12.13,,10.61,,,51,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-07T00:00:00.000Z",9.72,,10.82,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-08T00:00:00.000Z",10.76,,8.61,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-09T00:00:00.000Z",10.92,,17.21,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-10T00:00:00.000Z",9.39,,21.17,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-11T00:00:00.000Z",10.49,,21.42,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-12T00:00:00.000Z",16.09,,9.26,,,59,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-13T00:00:00.000Z",15.39,,2.59,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-14T00:00:00.000Z",11.36,,7.15,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-15T00:00:00.000Z",20.82,,17.63,,,69,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-16T00:00:00.000Z",20.23,,12.83,,,68,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-17T00:00:00.000Z",10.57,,14.71,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-18T00:00:00.000Z",16.16,,25.29,,,60,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-19T00:00:00.000Z",10.07,,24.29,,,42,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-20T00:00:00.000Z",13.51,,7.58,,,54,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-21T00:00:00.000Z",29.64,,3.79,,,88,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-22T00:00:00.000Z",28.09,,6.83,,,84,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-23T00:00:00.000Z",19.17,,4.58,,,66,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-24T00:00:00.000Z",17.33,,4.71,,,62,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-25T00:00:00.000Z",21.07,,2.11,,,70,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-26T00:00:00.000Z",22.17,,5.07,,,72,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-27T00:00:00.000Z",7.58,,10.19,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-28T00:00:00.000Z",21.64,,9.45,,,71,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-29T00:00:00.000Z",23.23,,2.28,,,74,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-30T00:00:00.000Z",7.38,,18.42,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2019-12-31T00:00:00.000Z",5.45,,25.08,,,23,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-01T00:00:00.000Z",7.31,,26.25,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-02T00:00:00.000Z",7.84,,21.35,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-03T00:00:00.000Z",10.47,,6.91,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-04T00:00:00.000Z",9.9,,9.58,,,41,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-05T00:00:00.000Z",6.79,,27.13,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-06T00:00:00.000Z",9.13,,25.38,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-07T00:00:00.000Z",9.72,,12.33,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-08T00:00:00.000Z",8.58,,25.64,,,35,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-09T00:00:00.000Z",9.69,,13.38,,,40,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-10T00:00:00.000Z",13.28,,8.93,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-11T00:00:00.000Z",10.48,,20.83,,,43,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-12T00:00:00.000Z",6.84,,23.75,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-13T00:00:00.000Z",8.94,,8.03,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-14T00:00:00.000Z",14.06,,5.43,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-15T00:00:00.000Z",11.46,,11.32,,,47,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-16T00:00:00.000Z",7.62,,22.42,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-17T00:00:00.000Z",6.17,,27.88,,,25,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-18T00:00:00.000Z",7.36,,20.5,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-19T00:00:00.000Z",7.73,,23,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-20T00:00:00.000Z",9.38,,20.35,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-21T00:00:00.000Z",9.48,,24.02,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-22T00:00:00.000Z",18.49,,13.42,,,64,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-23T00:00:00.000Z",24.69,,2.93,,,77,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-24T00:00:00.000Z",17.7,,6.39,,,63,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-25T00:00:00.000Z",6.84,,24.59,,,28,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-26T00:00:00.000Z",5.69,,32.67,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-27T00:00:00.000Z",9.4,,40.33,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-28T00:00:00.000Z",10.62,,35.92,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-29T00:00:00.000Z",8.98,,51.5,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-30T00:00:00.000Z",12.76,,12.91,,,52,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-01-31T00:00:00.000Z",14.62,,12.88,,,56,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-01T00:00:00.000Z",17.17,,29.75,,,62,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-02T00:00:00.000Z",7.72,,40.32,,,32,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-03T00:00:00.000Z",5.38,,32.25,,,22,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-04T00:00:00.000Z",7.43,,56.5,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-05T00:00:00.000Z",7.59,,54.17,,,31,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-06T00:00:00.000Z",8.3,,15.68,,,34,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-07T00:00:00.000Z",7.22,,42.75,,,30,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-08T00:00:00.000Z",10.6,,56.12,,,44,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-09T00:00:00.000Z",11.82,,45.58,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-10T00:00:00.000Z",7.13,,49.68,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-11T00:00:00.000Z",9.27,,35.75,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-12T00:00:00.000Z",14.21,,39.48,,,55,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-13T00:00:00.000Z",8.93,,39.76,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-14T00:00:00.000Z",6.95,,62.92,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-15T00:00:00.000Z",11.74,,22.56,,,49,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-16T00:00:00.000Z",6.98,,39.92,,,29,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-17T00:00:00.000Z",15.19,,14.6,,,57,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-18T00:00:00.000Z",5.81,,26.52,,,24,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-19T00:00:00.000Z",8.95,,30.73,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-20T00:00:00.000Z",9.42,,25.33,,,39,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-21T00:00:00.000Z",12.02,,27.48,,,50,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-22T00:00:00.000Z",10.89,,29.29,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-23T00:00:00.000Z",15.26,,16.98,,,58,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-24T00:00:00.000Z",18.26,,15.43,,,64,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-25T00:00:00.000Z",12.99,,13.54,,,53,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-26T00:00:00.000Z",10.95,,15.42,,,45,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-27T00:00:00.000Z",6.63,,31.79,,,27,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-28T00:00:00.000Z",9.13,,34.8,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-02-29T00:00:00.000Z",7.99,,35.82,,,33,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-03-01T00:00:00.000Z",8.94,,29.61,,,37,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-03-02T00:00:00.000Z",9.1,,32.29,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-03-03T00:00:00.000Z",9.17,,28.61,,,38,"PM2.5"
"USA","Pennsylvania","Pittsburgh","Lawrenceville","2020-03-04T00:00:00.000Z",5.7,,32.68,,,24,"PM2.5"
